"user_id","status_id","created_at","text"
"69618874","1058816374921785344",2018-11-03 20:21:10,"it's raining and gray in Seattle - the perfect weather to fill out that ballot and then immediately come back inside - here's a handy guide from @theevergrey so you don't have to deal with the confusingly written King County guidebook - https://t.co/XFQkE7tPR7"
"30642052","1058813895194771456",2018-11-03 20:11:19,"The weather is pretty gross so I’m stopping but I think I had a fairly successful Gengar Day! #PokemonGO https://t.co/qyq78OnStO"
"903254612","1058813622145605632",2018-11-03 20:10:13,"@kweeeny Visit Seattle, it’s sweater weather all the fucking time"
"982649985673015296","1058812711138672640",2018-11-03 20:06:36,"13h Central District: Temp. 54.3 °F, Hum. 83 %, Bar. 30.22 inHg, Rain 0.02 in, Wind 5.4 mph SSE #Weathercloud"
"982649985673015296","1057785909444333570",2018-11-01 00:06:28,"17h Central District: Temp. 57 °F, Hum. 85 %, Bar. 30.09 inHg, Rain 0 in, Wind 4.3 mph S #Weathercloud"
"982649985673015296","1057453731648806913",2018-10-31 02:06:30,"19h Central District: Temp. 53.2 °F, Hum. 72 %, Bar. 30.21 inHg, Rain 0 in, Wind 1.1 mph S #Weathercloud"
"982649985673015296","1057982209267773441",2018-11-01 13:06:29,"6h Central District: Temp. 57.4 °F, Hum. 91 %, Bar. 30.1 inHg, Rain 0.01 in, Wind 2.5 mph S #Weathercloud"
"982649985673015296","1056049478560632833",2018-10-27 05:06:30,"22h Central District: Temp. 54.3 °F, Hum. 68 %, Bar. 30.12 inHg, Rain 0.4 in, Wind 0.9 mph E #Weathercloud"
"982649985673015296","1056562900301766656",2018-10-28 15:06:40,"8h Central District: Temp. 51.6 °F, Hum. 82 %, Bar. 29.86 inHg, Rain 0.14 in, Wind 2.2 mph SE #Weathercloud"
"982649985673015296","1058631476890218496",2018-11-03 08:06:27,"1h Central District: Temp. 53.2 °F, Hum. 82 %, Bar. 30.28 inHg, Rain 0 in, Wind 0.9 mph E #Weathercloud"
"982649985673015296","1058208689528684544",2018-11-02 04:06:26,"21h Central District: Temp. 59.7 °F, Hum. 70 %, Bar. 30.05 inHg, Rain 0.01 in, Wind 5.8 mph SSE #Weathercloud"
"982649985673015296","1056985696651669507",2018-10-29 19:06:42,"12h Central District: Temp. 51.6 °F, Hum. 80 %, Bar. 30.17 inHg, Rain 0 in, Wind 5.1 mph SSE #Weathercloud"
"982649985673015296","1056034389757489152",2018-10-27 04:06:33,"21h Central District: Temp. 54.7 °F, Hum. 70 %, Bar. 30.12 inHg, Rain 0.4 in, Wind 0.7 mph E #Weathercloud"
"982649985673015296","1058465418296344576",2018-11-02 21:06:35,"14h Central District: Temp. 60.1 °F, Hum. 64 %, Bar. 30.14 inHg, Rain 0.09 in, Wind 1.8 mph SE #Weathercloud"
"982649985673015296","1055339806509748224",2018-10-25 06:06:31,"23h Central District: Temp. 55.9 °F, Hum. 75 %, Bar. 30.07 inHg, Rain 0 in, Wind 1.1 mph SE #Weathercloud"
"982649985673015296","1058344596835631104",2018-11-02 13:06:29,"6h Central District: Temp. 56.8 °F, Hum. 92 %, Bar. 29.94 inHg, Rain 0.07 in, Wind 3.8 mph SW #Weathercloud"
"982649985673015296","1056019298555183104",2018-10-27 03:06:35,"20h Central District: Temp. 54.5 °F, Hum. 73 %, Bar. 30.11 inHg, Rain 0.4 in, Wind 2.9 mph NE #Weathercloud"
"982649985673015296","1056547789679804416",2018-10-28 14:06:37,"7h Central District: Temp. 53.1 °F, Hum. 88 %, Bar. 29.85 inHg, Rain 0.14 in, Wind 3.4 mph SSE #Weathercloud"
"982649985673015296","1057770821622607874",2018-10-31 23:06:30,"16h Central District: Temp. 57 °F, Hum. 83 %, Bar. 30.07 inHg, Rain 0 in, Wind 2.7 mph SW #Weathercloud"
"982649985673015296","1057302775078498304",2018-10-30 16:06:39,"9h Central District: Temp. 49.1 °F, Hum. 85 %, Bar. 30.33 inHg, Rain 0 in, Wind 0 mph S #Weathercloud"
"982649985673015296","1057967112952651783",2018-11-01 12:06:30,"5h Central District: Temp. 57.4 °F, Hum. 89 %, Bar. 30.08 inHg, Rain 0.01 in, Wind 1.8 mph S #Weathercloud"
"982649985673015296","1055536131222200321",2018-10-25 19:06:39,"12h Central District: Temp. 53.4 °F, Hum. 94 %, Bar. 30.08 inHg, Rain 0.06 in, Wind 1.3 mph SSE #Weathercloud"
"982649985673015296","1058601274931904513",2018-11-03 06:06:26,"23h Central District: Temp. 54.9 °F, Hum. 78 %, Bar. 30.28 inHg, Rain 0.09 in, Wind 2.2 mph SE #Weathercloud"
"982649985673015296","1057755712573636613",2018-10-31 22:06:28,"15h Central District: Temp. 56.5 °F, Hum. 83 %, Bar. 30.07 inHg, Rain 0 in, Wind 1.3 mph SSW #Weathercloud"
"982649985673015296","1055324711650058240",2018-10-25 05:06:32,"22h Central District: Temp. 56.8 °F, Hum. 72 %, Bar. 30.06 inHg, Rain 0 in, Wind 1.3 mph SSE #Weathercloud"
"982649985673015296","1058797598339948544",2018-11-03 19:06:33,"12h Central District: Temp. 53.2 °F, Hum. 84 %, Bar. 30.24 inHg, Rain 0.01 in, Wind 2.7 mph SSE #Weathercloud"
"982649985673015296","1056532692286799877",2018-10-28 13:06:37,"6h Central District: Temp. 53.2 °F, Hum. 89 %, Bar. 29.82 inHg, Rain 0.1 in, Wind 3.4 mph SSW #Weathercloud"
"982649985673015296","1056789356894216192",2018-10-29 06:06:31,"23h Central District: Temp. 48.4 °F, Hum. 90 %, Bar. 29.99 inHg, Rain 0.22 in, Wind 1.6 mph SSE #Weathercloud"
"982649985673015296","1057952003626807296",2018-11-01 11:06:28,"4h Central District: Temp. 57.4 °F, Hum. 89 %, Bar. 30.1 inHg, Rain 0.01 in, Wind 2.7 mph S #Weathercloud"
"982649985673015296","1056004197060108294",2018-10-27 02:06:34,"19h Central District: Temp. 54.9 °F, Hum. 78 %, Bar. 30.09 inHg, Rain 0.4 in, Wind 4.5 mph ENE #Weathercloud"
"982649985673015296","1057740622411563010",2018-10-31 21:06:30,"14h Central District: Temp. 55.4 °F, Hum. 83 %, Bar. 30.06 inHg, Rain 0 in, Wind 3.4 mph S #Weathercloud"
"982649985673015296","1056970600038756353",2018-10-29 18:06:43,"11h Central District: Temp. 51.6 °F, Hum. 76 %, Bar. 30.15 inHg, Rain 0 in, Wind 4.5 mph WSW #Weathercloud"
"982649985673015296","1057287670626467842",2018-10-30 15:06:38,"8h Central District: Temp. 48.6 °F, Hum. 85 %, Bar. 30.31 inHg, Rain 0 in, Wind 1.6 mph SSE #Weathercloud"
"982649985673015296","1055958897758998528",2018-10-26 23:06:34,"16h Central District: Temp. 60.6 °F, Hum. 67 %, Bar. 30.04 inHg, Rain 0.4 in, Wind 2.2 mph SSW #Weathercloud"
"982649985673015296","1057936909572497409",2018-11-01 10:06:29,"3h Central District: Temp. 57 °F, Hum. 92 %, Bar. 30.13 inHg, Rain 0.01 in, Wind 2.9 mph SSW #Weathercloud"
"982649985673015296","1056517574903693312",2018-10-28 12:06:33,"5h Central District: Temp. 53.2 °F, Hum. 86 %, Bar. 29.81 inHg, Rain 0.1 in, Wind 3.1 mph SSE #Weathercloud"
"982649985673015296","1055656913323593728",2018-10-26 03:06:35,"20h Central District: Temp. 55 °F, Hum. 95 %, Bar. 29.98 inHg, Rain 0.11 in, Wind 0 mph SSW #Weathercloud"
"982649985673015296","1056774257018105857",2018-10-29 05:06:31,"22h Central District: Temp. 48.6 °F, Hum. 88 %, Bar. 29.99 inHg, Rain 0.22 in, Wind 2.7 mph SE #Weathercloud"
"982649985673015296","1058782504465899522",2018-11-03 18:06:34,"11h Central District: Temp. 53.4 °F, Hum. 82 %, Bar. 30.27 inHg, Rain 0 in, Wind 2.9 mph SSE #Weathercloud"
"982649985673015296","1057921804818354176",2018-11-01 09:06:28,"2h Central District: Temp. 57 °F, Hum. 92 %, Bar. 30.13 inHg, Rain 0.01 in, Wind 2.2 mph S #Weathercloud"
"982649985673015296","1056653500753629184",2018-10-28 21:06:40,"14h Central District: Temp. 53.8 °F, Hum. 71 %, Bar. 29.95 inHg, Rain 0.14 in, Wind 2.5 mph S #Weathercloud"
"982649985673015296","1057725539228770305",2018-10-31 20:06:34,"13h Central District: Temp. 54.7 °F, Hum. 83 %, Bar. 30.07 inHg, Rain 0 in, Wind 1.8 mph SSE #Weathercloud"
"982649985673015296","1056502481939824641",2018-10-28 11:06:35,"4h Central District: Temp. 55.4 °F, Hum. 87 %, Bar. 29.78 inHg, Rain 0.1 in, Wind 2.7 mph S #Weathercloud"
"982649985673015296","1056336388373823488",2018-10-28 00:06:35,"17h Central District: Temp. 55 °F, Hum. 70 %, Bar. 29.83 inHg, Rain 0 in, Wind 1.3 mph N #Weathercloud"
"982649985673015296","1057076262580170752",2018-10-30 01:06:35,"18h Central District: Temp. 52.9 °F, Hum. 75 %, Bar. 30.23 inHg, Rain 0 in, Wind 1.3 mph SSW #Weathercloud"
"982649985673015296","1057906684688023552",2018-11-01 08:06:23,"1h Central District: Temp. 56.7 °F, Hum. 91 %, Bar. 30.12 inHg, Rain 0.01 in, Wind 0.9 mph S #Weathercloud"
